seed,variant,latent_dim,window_size,AUC-ROC,AUC-PR,R-AUC-ROC,R-AUC-PR,VUS-ROC,VUS-PR
2026,ci,16,16,0.6291933725490195,0.18219433661540924,0.6596764032189611,0.21459922725092398,0.6578837540855508,0.19823679810744463
2026,ci,16,32,0.6480107653622506,0.18327688989820634,0.6830212107259449,0.22273028512276077,0.6792721782926977,0.20455507543606824
2026,ci,16,64,0.6682624941065535,0.19499343949315945,0.7223889399328975,0.2568794672936575,0.7085075352446774,0.2315679603099179
2026,ci,16,128,0.690038661008958,0.21103653591279553,0.7643763737303825,0.3090597886253418,0.7377491257971099,0.26654016337936765
2026,ci,32,16,0.5960532156862745,0.17563739593121802,0.6377563839040093,0.21015434964311314,0.6315390333571276,0.1937296746297454
2026,ci,32,32,0.6227975797579758,0.18209522334081135,0.6740579388859903,0.22803557421339077,0.6638838181583602,0.20791498474117354
2026,ci,32,64,0.6572131856042747,0.19119211307765824,0.7120003052850423,0.2536489252549365,0.6972251573884971,0.22654305591664953
2026,ci,32,128,0.6920794829482948,0.21213258121274958,0.7685788913406513,0.31755173373708856,0.7410078284715197,0.27125705161416375
2026,ci,64,16,0.5148060392156864,0.15493347182681666,0.5656208240440882,0.1862875081871303,0.5549499954305687,0.17185175889024293
2026,ci,64,32,0.5317213578500707,0.1627653917844691,0.5849116561829321,0.20077057556396077,0.5722705682313063,0.18289946962703021
2026,ci,64,64,0.6041439965425114,0.18592714819437278,0.6625076265729009,0.23317864048501125,0.6494216385530385,0.213346794466309
2026,ci,64,128,0.6875569699827125,0.20970390257096502,0.751020553367808,0.2881662927278784,0.7307812210820268,0.25133437930355657
2026,ci,128,16,0.49856349019607843,0.15219834225849693,0.5484745204443565,0.18215277274177677,0.536936812202035,0.1676115851352025
2026,ci,128,32,0.5194761511865472,0.1572090614525381,0.5704155838132334,0.19169424532442458,0.5581168230771193,0.17487052827840294
2026,ci,128,64,0.5185073471632877,0.15976252536408675,0.5732993584243192,0.1952049240153704,0.5595904084565156,0.17718175748925447
2026,ci,128,128,0.46884967782492537,0.1405842026980935,0.5147299560876128,0.16763182587275294,0.5027984454179385,0.15212022334441697
2042,ci,16,16,0.5740909019607843,0.16374581793214654,0.6196772376926629,0.1997231333093546,0.6091489447005244,0.18029177874281785
2042,ci,16,32,0.580516501650165,0.16463512412865497,0.6236991732057602,0.20065424217026492,0.61617501868328,0.1832744004904272
2042,ci,16,64,0.5915087615904449,0.17124893883359632,0.6498946348177398,0.21665492005962228,0.635214378723184,0.19665883983295837
2042,ci,16,128,0.5998883388338833,0.1747503407624653,0.6677221204873843,0.2299536004307814,0.6468697905349371,0.2035728732742644
2042,ci,32,16,0.5463381568627451,0.15979397294470765,0.5971743317754394,0.1945906047859244,0.585648348365939,0.1771783232477162
2042,ci,32,32,0.5250124941065535,0.15040316152375832,0.5800274846170288,0.18707141306208214,0.5654798228654311,0.1684951806034108
2042,ci,32,64,0.5924785478547854,0.17109655297580884,0.6529367365975929,0.2192863324975809,0.637735788527998,0.1983633588234709
2042,ci,32,128,0.5988853528209964,0.1749347157106778,0.667834513415904,0.22912729894279887,0.6461440277281553,0.20472427385932374
2042,ci,64,16,0.5056379607843138,0.1526670710765532,0.5607776710187655,0.1861808295050107,0.5458625835315613,0.16952376976091155
2042,ci,64,32,0.5108369479805123,0.1519759557388917,0.5748027229024247,0.1913767367713988,0.5559878750405598,0.17210041086354158
2042,ci,64,64,0.5274746974697471,0.15497412365307225,0.5878414742392426,0.19343811030686014,0.5705618304390979,0.17432598061318294
2042,ci,64,128,0.6030557520037718,0.18096933307399032,0.6765199657111546,0.24430924161814085,0.6526321158119285,0.21517963490712824
2042,ci,128,16,0.4984983921568627,0.15293635643017947,0.5493584242737836,0.186481280225343,0.5388275662924862,0.16967229635909395
2042,ci,128,32,0.5148890067578186,0.1554809478335569,0.5695818815790544,0.191527630147249,0.5562254878746341,0.17305534794157532
2042,ci,128,64,0.5046058855885589,0.15451370139901358,0.5570243787966909,0.18818257956276585,0.5451497249750795,0.17274637513773627
2042,ci,128,128,0.5240367358164388,0.16400386285956223,0.5839095907677893,0.20108174190067213,0.56649697537109,0.1835778990563556
2067,ci,16,16,0.596160156862745,0.1717555352257802,0.6417004990130543,0.2091015235501485,0.6331753081758761,0.19071489691354798
2067,ci,16,32,0.6190457331447431,0.17182607989105173,0.6601270250186103,0.21018985664326556,0.6512173217735275,0.18985182872497378
2067,ci,16,64,0.6317446173188748,0.17877304494088977,0.6878950938418453,0.22932760461744892,0.6717894920330838,0.20481636917506751
2067,ci,16,128,0.6384656608517995,0.18329822909996424,0.7064817980997548,0.24814723759444152,0.6832968345011831,0.21729918004311713
2067,ci,32,16,0.5629938823529412,0.15831770178207943,0.6142338680868311,0.19521095736005847,0.6017552007553618,0.1763468401614808
2067,ci,32,32,0.5914978783592646,0.17088027268453268,0.6361993876760295,0.20739645848848387,0.6293151234667694,0.19037626098841923
2067,ci,32,64,0.6328113311331132,0.18078782223594936,0.6928196021336287,0.23824705960614384,0.6754425963358616,0.21211105207913916
2067,ci,32,128,0.64717927864215,0.18766305912378278,0.7179362388994167,0.2567434370339243,0.6927561520227945,0.22437403538375367
2067,ci,64,16,0.49651,0.14748217640750744,0.5591210574251846,0.18456083381562777,0.5389944048438231,0.1658084931274085
2067,ci,64,32,0.5205967703913248,0.15245765740279188,0.5798601614633174,0.19029419882916415,0.5634955648495542,0.17185854344524684
2067,ci,64,64,0.5396118183246896,0.15931759915354904,0.6032232713071388,0.2011375439785145,0.5842991714101895,0.1810301964633853
2067,ci,64,128,0.6359463303473204,0.17988125459056178,0.6947421400293317,0.23102676100860015,0.6774131541666505,0.2070017828061689
2067,ci,128,16,0.4856152549019608,0.14665905411116992,0.5466352552881915,0.18114393050093466,0.5276991406171984,0.16395397895912545
2067,ci,128,32,0.4993501100110011,0.15046488760251342,0.5532406795624376,0.1833862233177278,0.5387154117651948,0.16651984869131017
2067,ci,128,64,0.48613275970454184,0.15443450046684226,0.540031421801872,0.18520200979947046,0.5255675995494518,0.16605679555258002
2067,ci,128,128,0.4861302844570171,0.151848429822967,0.5373235828669399,0.17926148335580983,0.5246644194304496,0.16571807789604973
