seed,variant,latent_dim,window_size,AUC-ROC,AUC-PR,R-AUC-ROC,R-AUC-PR,VUS-ROC,VUS-PR
2026,cd,16,16,0.8915863921568626,0.6050385825485012,0.8799127345419747,0.6010492389120458,0.9021304695898984,0.6145460716088768
2026,cd,16,32,0.6709634606317775,0.2534876216275005,0.6832577575076275,0.2723012805665195,0.6934819045874207,0.2654663824546048
2026,cd,16,64,0.6117686232909005,0.20278366309120416,0.6487079376014152,0.2360880790892847,0.6432351314758209,0.217119647406646
2026,cd,16,128,0.576078422127927,0.1815666250497641,0.6137620647665979,0.21182722853089309,0.6084344370022736,0.19723428611251648
2026,cd,32,16,0.9999148235294117,0.9995014750019009,0.9779166319542821,0.9535770973323381,0.9999844682450657,0.9998681367913376
2026,cd,32,32,0.9232290586201477,0.7649180986206647,0.9034843507458918,0.7367777390764819,0.9329075339167132,0.7705806963062626
2026,cd,32,64,0.6774967782492536,0.2662021430890533,0.6982031519668216,0.2949096777578504,0.7037188803790833,0.28003746453741196
2026,cd,32,128,0.6035253811095395,0.20223490869805016,0.635228450142981,0.22874310793487387,0.6348450383290489,0.21716023045484628
2026,cd,64,16,0.9998285490196078,0.9989467234795333,0.9811824045166389,0.9587836890912343,0.9999780266027692,0.9998245492903359
2026,cd,64,32,0.999599324218136,0.9976281790221048,0.975269278069821,0.9613314796612624,0.9999228761155001,0.9994605540398765
2026,cd,64,64,0.9547098066949552,0.8540912590176086,0.9477421323449475,0.8350750613238735,0.9643147657917475,0.8646705455452797
2026,cd,64,128,0.6776878044947353,0.28165174473397003,0.7005119142060474,0.30576273265348985,0.7051518433709125,0.2924104784239079
2026,cd,128,16,0.9998654117647059,0.9991482183862421,0.9780329030105162,0.9540571612819263,0.9999793401776038,0.9998324239848405
2026,cd,128,32,0.9996361779035046,0.9977978103802722,0.9874953042517591,0.9710580196835896,0.9999334030133592,0.9995330601007746
2026,cd,128,64,0.9989507307873644,0.9940216952903349,0.999790186757292,0.998881622387656,0.9996680638914158,0.9978076072943882
2026,cd,128,128,0.9671481219550525,0.8997906422856792,0.9677659165440855,0.8956174706147524,0.9787515379897794,0.9184190199648703
2042,cd,16,16,0.8766723921568625,0.6038243721818793,0.8765806633441602,0.6103463656932913,0.890439254179184,0.6149622299381662
2042,cd,16,32,0.6623063020587773,0.23928357753578716,0.6939951876270131,0.27801383567912824,0.692489264483046,0.2580434022085412
